"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","Bill_pca1","Bill_pca2","sumpay","default.payment.next.month","age_new"
"13382",5e+05,2,2,2,4028,2077,1001,3008,1305,1007,-0.03505139,0.3308756,0,0,"1"
"13383",140000,1,3,1,1952,1001,957,1981,1900,1822,-1.6021,-0.05483925,-6,0,"3"
"13384",110000,1,2,2,2500,2000,2000,4500,4000,1500,-0.3201596,-0.2824352,0,0,"1"
"13385",30000,1,2,2,6000,12000,6000,6000,5000,5000,-0.5513785,-0.1603751,0,0,"2"
"13386",140000,2,1,1,4300,3500,3600,3881,4200,3521,2.262576,-0.05372218,0,0,"3"
"13387",150000,2,3,1,5163,4000,3764,4000,5000,5030,2.744125,-0.51704,0,0,"2"
"13388",280000,1,3,1,16991,10447,6006,6006,6147,5001,7.150114,0.7415918,0,1,"2"
"13389",20000,1,3,1,0,5000,10089,0,2000,4166,-1.161228,-0.2892437,3,0,"2"
"13390",340000,2,3,1,8,0,35958,50000,0,10000,-0.2489078,-1.431498,3,0,"2"
"13391",60000,1,2,2,2017,5,1000,5000,1000,603,-0.8978098,0.08849136,6,1,"1"
"13392",20000,1,1,1,1500,1000,1000,1000,0,0,-1.240414,0.1142477,0,0,"4"
"13393",50000,2,1,2,1398,1136,483,340,368,300,-1.063906,0.1408681,0,0,"1"
"13394",2e+05,2,2,1,4000,3010,2600,3000,3000,3000,1.231318,-0.3480683,0,0,"2"
"13395",180000,2,1,2,10000,10000,23000,5000,4000,3500,0.0534,-0.09984848,0,0,"1"
"13396",240000,2,1,1,1709,1725,1589,1646,1972,1263,0.02299058,-0.2296558,0,0,"2"
"13397",360000,1,2,2,1331,6478,14,443,6093,190,-0.9764736,0.2342673,2,0,"2"
"13398",50000,2,2,1,1500,1206,0,20689,697,641,-0.7562644,0.3554303,-1,0,"1"
"13399",1e+05,1,3,2,4200,2785,2291,1965,1465,62121,0.8699223,0.9210413,0,0,"3"
"13400",80000,2,3,2,0,0,0,0,0,0,-1.658659,-0.04421953,-9,1,"1"
"13401",50000,2,3,1,2100,0,3600,1900,0,3285,0.152651,-0.1959881,12,1,"2"
"13402",420000,2,3,2,2679,120000,5003,5000,10979,5016,1.594773,-2.20831,-5,1,"1"
"13403",190000,2,1,1,68738,50000,26905,30000,7000,10000,2.346825,-2.185502,-2,0,"2"
"13404",180000,2,2,1,982,6500,1000,1000,1000,1000,-1.464664,-0.1711581,0,0,"2"
"13405",40000,2,1,2,2000,2000,1071,1500,0,0,-0.6338758,0.252517,0,1,"1"
"13406",50000,1,2,2,2021,0,1596,1655,3684,0,0.08005926,-0.2084766,5,1,"2"
"13407",10000,1,2,2,0,0,0,0,0,0,-1.56714,-0.05092597,32,1,"1"
"13408",2e+05,2,1,2,6000,5000,4871,5905,5491,5000,3.736436,-0.1284271,0,0,"2"
"13409",120000,1,3,1,10730,30629,0,0,27000,18125,-0.8241362,-0.3698414,-3,0,"2"
"13410",1e+05,2,2,1,1800,0,3548,1668,1677,1668,0.05972956,-0.2094562,6,0,"3"
"13411",1e+05,2,1,2,11645,0,0,0,0,0,-1.111144,0.7009756,-8,0,"1"
"13412",360000,1,1,2,4905,0,0,2160,0,0,-0.1615265,1.923426,-4,0,"1"
"13413",1e+05,2,2,1,316,316,316,2588,1098,0,-1.627654,-0.0650673,-6,1,"1"
"13414",290000,2,2,1,2334,707,2145,1599,5419,5039,-1.548681,-0.05165732,-6,1,"3"
"13415",240000,1,1,2,14,9497,9124,2000,1200,1000,-1.021145,0.4268975,1,0,"2"
"13416",290000,2,2,1,20078,5017,509,29526,35000,93600,-0.0684155,0.008249128,-1,0,"2"
"13417",5e+05,2,2,2,18641,75207,5100,5089,118,1647,-0.3603062,-0.1245346,-7,0,"2"
"13418",50000,1,2,1,0,2000,0,1400,0,1600,-1.06502,-0.1091225,12,1,"2"
"13419",220000,2,2,2,10000,2015,5000,20000,3000,1210,-0.7320789,-0.1838547,0,0,"1"
"13420",20000,1,2,1,1309,1285,657,2000,388,390,-0.9481627,-0.1246753,0,1,"2"
"13421",420000,2,2,1,10000,10000,10000,11256,13841,15059,3.522918,0.6947973,0,0,"2"
"13422",1e+05,2,1,2,3300,2700,0,5900,3100,0,1.275872,-0.3339228,12,0,"1"
"13423",230000,2,1,1,1867,5816,1340,5342,4,0,-1.52649,-0.06406642,-2,1,"2"
"13424",50000,2,2,1,2188,1000,75,2003,0,0,-0.7738527,0.7042743,1,1,"3"
"13425",70000,1,1,1,11100,4551,9,4230,4253,4545,3.11173,-0.4121697,4,0,"2"
"13426",180000,1,1,2,907,900,923,922,900,946,-1.623912,-0.04681883,-6,0,"2"
"13427",90000,1,1,2,4983,3396,1464,750,3091,5943,-1.553358,-0.01530339,-6,0,"1"
"13428",50000,1,2,2,1806,1752,1168,1205,1207,1199,-0.3593453,0.08117539,0,0,"1"
"13429",50000,2,3,2,9289,300,332,400,358,350,-0.5487809,0.4766917,6,0,"1"
"13430",60000,2,1,2,0,539,37970,2000,1500,1481,-0.8526831,-0.7972297,-3,0,"1"
"13431",50000,2,3,2,1000,2000,1000,1000,955,1500,-0.704514,-0.1596117,4,1,"2"
"13432",3e+05,2,1,1,2851,0,4319,0,0,6860,-1.605789,-0.03153544,-12,0,"3"
"13433",30000,2,1,2,2890,0,321,6501,0,0,-1.230739,0.1041847,0,1,"2"
"13434",10000,1,1,2,1300,2000,3000,234,284,1149,-1.369355,-0.06037004,0,0,"1"
"13435",70000,1,1,2,1586,1000,0,0,0,0,-1.140755,0.3572201,0,0,"1"
"13436",160000,1,2,2,2000,2000,3000,2000,20000,2000,-0.4986586,-0.3919387,0,0,"2"
"13437",260000,1,2,2,10000,10031,2141,3074,3000,3000,6.669778,6.786317,0,0,"1"
"13438",360000,1,1,2,50122,50181,20609,30291,30121,30092,2.958688,1.233541,0,0,"2"
"13439",60000,2,3,1,1200,2000,1500,2000,2000,1300,-0.9608519,-0.1722544,3,0,"1"
"13440",180000,2,2,2,785,47822,0,460,0,2070,-1.038437,0.5020011,-5,0,"2"
"13441",40000,2,2,2,1900,0,3200,1350,0,1400,-0.328148,-0.1608332,12,1,"1"
"13442",160000,1,2,2,836,1672,0,836,836,836,-1.621661,-0.04475675,-5,0,"2"
"13443",610000,2,1,2,14117,14100,14144,17100,17500,3600,13.50111,-1.435644,0,0,"2"
"13444",50000,2,3,2,1489,1496,578,594,596,613,-1.21053,-0.1075054,0,0,"2"
"13445",320000,1,1,1,18300,8000,7700,7700,0,7900,6.64547,-0.8850321,12,1,"3"
"13446",150000,1,1,2,46980,64890,122080,106625,141711,138195,3.484768,-0.765486,-2,0,"1"
"13447",170000,1,1,1,2015,2015,2015,2015,1925,2105,-1.582438,-0.04908482,-6,0,"2"
"13448",5e+05,1,2,1,9482,6058,7859,126683,7440,8259,-0.3702537,-0.6611066,-12,0,"3"
"13449",2e+05,1,2,1,0,780,390,0,390,390,-1.644218,-0.04125799,-6,0,"3"
"13450",290000,2,1,2,5000,6039,4000,4000,4000,3000,2.158794,-0.04798207,0,0,"1"
"13451",40000,2,2,2,1600,0,500,2500,0,209,-1.068844,-0.1176449,9,0,"3"
"13452",3e+05,2,1,2,7157,4790,3145,4274,0,2215,-1.502523,0.01767646,-6,0,"1"
"13453",50000,1,3,2,1691,1704,1697,1558,1727,1446,-0.0386507,-0.1992938,2,1,"2"
"13454",20000,1,2,2,1200,1208,1579,0,608,2000,-1.18076,-0.1226867,2,0,"1"
"13455",30000,2,2,1,2000,0,1200,1162,1097,3846,-0.5241067,-0.1358124,5,0,"1"
"13456",140000,1,2,2,8500,0,3800,4200,4250,4100,2.138747,-0.4113392,5,0,"2"
"13457",80000,1,2,1,4091,4120,949,1550,4030,6030,-1.557655,-0.04770469,-6,0,"2"
"13458",260000,2,2,2,0,0,8500,2890,210,48000,-1.580057,-0.09690325,-6,0,"2"
"13459",130000,2,1,2,326,32100,0,0,0,0,-1.083228,-0.279418,-2,1,"1"
"13460",380000,2,3,2,10000,60218,10076,15012,20667,15000,1.346542,-0.931885,0,0,"2"
"13461",2e+05,1,2,1,0,0,0,1680,0,0,-1.647005,-0.05605202,-7,0,"2"
"13462",50000,2,3,1,1634,1143,610,509,500,1000,-1.1005,0.09172891,0,0,"3"
"13463",50000,1,1,2,1600,2310,303,369,331,4,-0.7298775,0.5306051,0,0,"1"
"13464",90000,2,2,1,3000,2000,3000,780,0,2808,-0.4710402,0.5562329,-2,0,"1"
"13465",20000,1,1,2,0,0,0,0,1000,0,-1.651804,-0.05272321,-8,1,"1"
"13466",140000,2,2,1,20000,3011,0,3000,0,5000,0.1967035,0.7335952,6,0,"1"
"13467",30000,1,3,3,3376,0,1023,2925,0,1000,-0.7295839,-0.162277,4,0,"2"
"13468",230000,1,1,2,5112,7283,0,3000,2455,1285,-1.425652,0.02161001,0,0,"1"
"13469",1e+05,1,3,1,2000,3000,0,3000,2000,2000,-1.155266,-0.1813661,4,1,"2"
"13470",240000,2,1,2,0,0,2240,0,2267,3074,-1.61385,-0.07987767,0,0,"3"
"13471",2e+05,1,1,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,1,"2"
"13472",80000,1,1,2,2727,3170,1940,2200,1700,1708,0.7980552,0.176189,0,0,"1"
"13473",360000,1,1,1,0,0,1149,2386,5103,0,-1.593273,-0.1001307,-7,0,"3"
"13474",150000,1,2,2,4117,4002,5000,1925,5316,5000,0.5444924,0.05036202,0,0,"2"
"13475",130000,1,2,2,1506,1515,1287,1200,1341,1663,-0.4619724,-0.1817322,0,0,"1"
"13476",30000,2,2,1,3042,0,600,2942,600,0,-1.108984,-0.1393028,4,0,"3"
"13477",250000,1,1,2,10000,1504,25000,10000,10002,5200,-0.2704682,-0.6061714,0,0,"2"
"13478",5e+05,1,1,1,6283,12859,18041,292462,10593,12200,2.751036,-4.204277,-9,1,"2"
"13479",30000,1,2,3,2000,1000,1000,1000,0,1000,-1.019021,-0.1217853,12,1,"2"
"13480",390000,1,1,1,7299,0,12000,6500,6500,0,4.9896,-0.7266531,12,1,"2"
"13481",390000,2,1,2,4500,4000,3500,4000,3500,10000,1.52416,-0.3717282,0,0,"1"
"13482",360000,1,2,2,0,2000,0,1500,1000,1000,-1.667044,-0.0521706,-5,0,"2"
"13483",90000,2,2,1,2018,2033,2016,2010,2010,1114,0.0456454,0.0944467,0,0,"1"
"13484",1e+05,2,3,1,2111,2130,2000,2000,1898,2000,0.2680259,-0.249986,0,0,"2"
"13485",30000,1,3,1,390,390,0,780,0,0,-1.646376,-0.04333833,-3,0,"2"
"13486",160000,1,3,2,0,0,0,0,0,0,-1.482699,0.1973595,-8,0,"1"
"13487",20000,1,1,2,0,1500,264,280,1000,813,-1.307975,0.006787185,3,0,"1"
"13488",240000,2,1,2,1263,1000,2000,2500,2000,5000,-1.42972,-0.05413938,0,0,"2"
"13489",80000,1,1,2,2000,2500,2000,2000,4000,2700,0.7750463,-0.2799435,13,1,"1"
"13490",30000,2,2,2,1555,2165,3002,1005,3000,2000,-0.5357383,-0.1227859,0,0,"1"
"13491",150000,1,2,1,6020,15043,5021,46034,5002,5000,0.6968748,-0.7337345,0,0,"2"
"13492",160000,2,2,2,5000,5000,20000,5000,5400,6100,2.059282,-0.6273169,0,0,"1"
"13493",20000,2,1,1,1500,1626,100,600,300,0,-0.9721177,-0.07709296,0,0,"3"
"13494",230000,1,1,1,2200,2000,1100,1000,980,1012,-0.5620147,-0.1715821,0,0,"2"
"13495",1e+05,2,2,1,3228,3000,2743,3000,3000,3000,1.287486,-0.07591527,0,0,"3"
"13496",420000,1,2,2,8006,7000,6000,6500,6500,10000,5.523595,-0.0939028,0,0,"2"
"13497",480000,2,2,1,27994,82979,52263,19518,14785,7931,-0.2589024,0.05648223,-6,0,"2"
"13498",10000,1,3,1,602,381,2986,1203,0,0,-1.622639,-0.0526737,-6,1,"2"
"13499",180000,2,3,1,3582,0,3605,3731,3752,4038,2.21044,-0.3803777,6,1,"2"
"13500",2e+05,1,1,2,62330,57928,523,223,7037,11000,-0.439179,0.9835561,-10,0,"2"
"13501",140000,1,2,2,2000,1600,2000,2000,1800,0,0.128193,-0.2308689,11,1,"2"
"13502",20000,2,1,1,1300,1446,500,500,8000,1000,-1.196965,-0.1015982,0,0,"1"
"13503",80000,2,1,2,1581,3466,4969,0,2650,935,-1.57926,-0.07009682,-7,0,"2"
"13504",10000,2,2,1,1500,2000,1000,313,356,3000,-1.319864,-0.08988167,0,1,"1"
"13505",50000,1,2,1,0,2100,2000,2000,2000,2000,-1.017142,-0.1459633,1,1,"2"
"13506",340000,1,3,2,1131,291,291,291,291,8048,-1.640543,-0.03673337,-12,0,"2"
"13507",330000,2,2,2,5757,3923,4108,3632,3779,3672,2.995789,0.3477374,0,0,"2"
"13508",230000,2,1,1,740,10860,0,0,740,0,-1.461676,-0.1026593,-4,0,"3"
"13509",360000,1,1,2,0,0,0,0,0,0,-1.658659,-0.04421953,-9,0,"2"
"13510",30000,2,3,3,4000,0,10000,5000,1700,0,-0.8317249,-0.1710915,2,0,"3"
"13511",5e+05,1,1,2,17008,17326,16101,16634,23501,20623,15.22341,-1.861743,2,1,"2"
"13512",2e+05,1,1,1,718,2946,390,390,0,1313,-1.607856,-0.01248847,-5,0,"2"
"13513",50000,2,2,1,2079,2001,500,4423,4000,2000,-0.6828761,0.4164504,0,1,"3"
"13514",240000,2,3,2,9000,7500,7000,6622,17150,20000,6.285776,-0.02062402,0,1,"2"
"13515",290000,2,1,1,0,632,0,3152,316,0,-1.627037,-0.06263825,-6,0,"2"
"13516",20000,2,3,2,13148,433,0,0,0,0,-1.632267,-0.01512655,-7,1,"1"
"13517",60000,2,3,2,0,1301,1000,600,600,763,-0.796674,0.03431688,3,0,"3"
"13518",160000,1,2,2,3275,3000,3000,3000,3500,2500,1.612774,-0.6933738,0,0,"1"
"13519",2e+05,2,1,2,2000,2011,0,0,27106,35200,-1.423308,-0.2680096,-3,0,"2"
"13520",70000,2,2,1,1683,3160,3000,3000,5060,5032,-0.9068969,0.434428,-1,0,"2"
"13521",140000,1,1,2,10006,10048,5008,2018,2005,1005,-1.122865,0.03665439,0,0,"2"
"13522",460000,1,1,1,51383,103142,68541,28269,76056,52143,0.5383595,-0.4621361,-6,0,"2"
"13523",160000,2,2,2,1300,12038,10696,613,14262,0,-1.4627,-0.1109822,-8,0,"2"
"13524",2e+05,2,2,1,4880,0,0,0,0,0,-1.592575,0.03893706,-9,0,"2"
"13525",80000,2,3,2,2420,2000,1656,1693,1767,1581,0.5298752,0.2604835,0,0,"3"
"13526",310000,2,1,1,3000,1000,4000,5000,5000,5000,-1.321641,-0.1840301,-12,0,"3"
"13527",290000,2,2,1,0,3000,2406,2431,2433,2434,0.7631406,-0.2287687,4,1,"1"
"13528",120000,1,1,2,2652,0,342,521,2000,3000,-1.200844,-0.07228088,2,0,"1"
"13529",20000,1,3,2,2800,0,2001,0,5782,0,-1.022356,-0.1697743,12,0,"2"
"13530",90000,1,1,2,0,420,0,133,2513,910,-1.637117,-0.06528996,-5,0,"1"
"13531",60000,1,1,1,390,2840,390,390,769,390,-1.626187,-0.04326044,-6,0,"3"
"13532",260000,1,2,1,7010,7004,15,3000,3000,3000,2.399967,-0.1003661,4,1,"2"
"13533",180000,2,2,2,7782,6352,5883,6427,6500,5029,4.826929,-0.50468,0,0,"1"
"13534",50000,1,3,2,1500,1500,600,500,600,500,-1.198189,-0.01993414,0,0,"2"
"13535",50000,1,3,1,2000,2000,1000,1000,482,2000,-0.9539274,0.1658305,0,0,"2"
"13536",50000,1,3,2,2279,1902,1000,841,900,692,-0.3362347,0.3129194,0,0,"3"
"13537",2e+05,2,1,2,10000,2000,1000,2000,1790,1000,-1.086904,-0.004488243,0,0,"2"
"13538",170000,1,2,1,6380,15291,182,116,6603,4000,-1.358956,-0.06928081,-4,0,"2"
"13539",50000,2,1,2,2047,1539,633,634,433,25586,-0.3987693,0.3857874,0,0,"1"
"13540",440000,1,3,1,1238,1238,1238,1238,2165,150000,-1.061955,0.6901249,-5,1,"3"
"13541",1e+05,1,2,1,0,0,0,0,0,0,-1.602621,0.03271646,-10,0,"1"
"13542",50000,1,3,2,1500,2803,0,1000,1300,1200,-0.5682662,-0.1687334,2,1,"3"
"13543",220000,1,1,1,3209,2913,2435,2300,2378,2266,0.9560242,0.01819547,0,0,"3"
"13544",150000,2,3,2,13016,0,0,1761,18306,4275,-1.435562,-0.11564,-12,0,"2"
"13545",20000,1,1,2,0,0,0,12723,18000,32200,-1.364737,-0.3889399,-6,0,"1"
"13546",160000,2,2,1,0,0,0,0,0,0,-1.254154,0.4634958,-1,0,"2"
"13547",50000,1,1,2,2869,1527,16408,1444,0,0,-0.8907424,0.5737833,-3,0,"1"
"13548",130000,2,3,1,0,0,0,0,0,0,-1.083425,0.7455284,-8,0,"2"
"13549",20000,1,2,2,5000,2000,1000,6000,0,0,-1.140509,0.1307168,-2,1,"2"
"13550",2e+05,2,2,1,3440,8795,13676,1282,0,0,-1.350698,0.1869999,-12,0,"2"
"13551",20000,2,1,2,487,390,390,390,390,390,-1.642735,-0.04400878,-12,0,"1"
"13552",3e+05,2,1,1,613,0,0,706,0,0,-1.643805,-0.03649568,-7,0,"2"
"13553",120000,2,1,2,8000,3000,4100,4000,3600,2000,1.955957,0.1559818,2,1,"1"
"13554",360000,2,1,2,40,175539,1372,0,50276,13460,0.5916359,-0.6845601,-4,0,"1"
"13555",140000,1,1,3,4900,3340,1931,22444,2441,1657,2.05611,0.6150817,0,0,"3"
"13556",210000,2,2,2,3000,5000,10000,2800,10000,5000,1.130788,-0.3864644,0,1,"1"
"13557",2e+05,1,1,2,0,0,0,0,0,0,-1.658659,-0.04421953,-12,0,"1"
"13558",130000,2,1,2,1900,1500,1000,1100,1337,1500,-0.6241207,0.003956834,0,1,"1"
"13559",240000,2,2,1,0,0,0,0,0,0,-1.658093,-0.04344248,-10,1,"3"
"13560",80000,1,3,1,1374,1026,3944,3208,0,0,-1.314167,0.246671,-3,0,"4"
"13561",5e+05,2,1,2,0,0,0,0,0,0,-1.658659,-0.04421953,-9,1,"2"
"13562",320000,1,1,1,5000,0,0,23800,0,12165,10.78178,-0.6717916,15,1,"3"
"13563",210000,2,1,2,5000,0,0,0,0,0,-0.378784,1.675496,-6,0,"3"
"13564",2e+05,2,2,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,1,"2"
"13565",50000,1,1,2,1612,10000,1000,1820,0,696,-0.899885,-0.2747555,4,0,"2"
"13566",340000,2,1,1,13847,10780,0,2000,5653,1976,-1.339333,-0.02882498,-4,0,"2"
"13567",240000,1,2,1,3855,1901,0,2165,0,108,-1.56074,-0.03514286,-1,0,"4"
"13568",240000,2,1,2,1868,1683,1500,5000,2606,5000,-0.6198109,0.2907289,0,0,"1"
"13569",50000,1,2,1,21190,5144,591,577,609,505,-0.51078,0.268971,0,0,"2"
"13570",50000,1,3,1,1000,1000,1000,1000,4024,2000,-1.005639,-0.05286758,6,0,"3"
"13571",20000,2,2,2,1000,900,0,182,16,0,-1.529587,0.07645654,5,1,"2"
"13572",510000,1,1,1,2754,1000,0,0,102097,3509,-0.919847,-0.8865559,-6,0,"2"
"13573",220000,2,1,2,0,2598,790,168,1579,7203,-1.626461,-0.05553957,-5,0,"1"
"13574",220000,2,2,2,892,7681,20000,20000,0,0,-1.211149,-0.4122445,-4,0,"1"
"13575",60000,1,1,2,1500,1800,1088,1200,1200,1000,-0.4758468,0.05186356,0,0,"2"
"13576",40000,2,2,2,4500,0,1000,400,0,2200,-1.296721,-0.1138944,12,1,"1"
"13577",50000,1,1,2,1377,1165,522,1000,485,426,-0.8672108,0.2197999,0,0,"4"
"13578",360000,2,1,1,2462,0,0,0,0,0,-1.626861,-0.01870618,-2,1,"3"
"13579",120000,1,1,1,0,0,2080,0,1398,0,-1.650692,-0.06741684,-5,1,"3"
"13580",20000,1,3,2,0,21490,600,600,600,0,-1.037233,-0.258273,-1,0,"1"
"13581",30000,1,2,1,1000,18000,0,0,0,0,-1.256701,0.4519106,-6,0,"2"
"13582",110000,2,1,2,316,316,316,466,316,632,-1.645568,-0.04615902,-6,0,"1"
"13583",170000,2,2,2,8400,4000,2210,2282,2159,1800,2.494362,1.166931,0,0,"2"
"13584",180000,1,2,1,0,0,0,0,0,0,-1.648092,-0.0311752,-3,0,"3"
"13585",50000,2,2,2,2200,0,1600,3300,0,1600,-0.1028604,-0.08373514,7,0,"1"
"13586",180000,2,1,2,8480,957,13408,3819,1107,20679,-1.210777,0.2962818,-6,0,"1"
"13587",80000,2,2,1,5000,5000,3000,0,1500,4473,-1.120419,0.4835192,-2,0,"3"
"13588",20000,2,1,1,2000,3000,2000,3000,3000,3000,-1.250555,-0.2141985,0,0,"2"
"13589",30000,2,3,1,2000,1500,1000,841,0,1030,-1.087909,0.07813233,0,0,"3"
"13590",80000,1,2,2,77900,3694,1694,1454,1499,1711,0.3848501,-0.1662246,-2,0,"1"
"13591",2e+05,1,1,1,974,4271,3696,0,2099,7784,-1.584667,-0.05588129,-7,0,"3"
"13592",120000,2,2,1,5026,4541,4100,4100,4000,4000,2.615099,-0.1840643,0,0,"2"
"13593",160000,2,5,1,7638,6263,2394,2274,2172,2291,3.450205,1.980251,0,0,"3"
"13594",5e+05,2,1,1,11063,49019,134,0,11421,0,-0.7655742,-0.1500897,-3,0,"2"
"13595",50000,2,2,2,3630,2000,3500,2713,0,193,-0.3895385,0.1249267,2,0,"1"
"13596",50000,2,2,1,2000,2000,2000,2000,1000,1000,-0.2675816,0.1224565,0,0,"2"
"13597",2e+05,1,1,2,3000,0,8000,5000,3000,0,-0.8473349,-0.07019887,2,0,"2"
"13598",30000,1,2,2,1147,1651,0,1000,1000,1000,-1.29601,-0.1151484,2,1,"1"
"13599",190000,2,2,1,0,0,0,0,0,0,-1.770256,-0.03198967,-9,0,"2"
"13600",120000,2,2,1,10000,0,6849,0,10000,2000,-1.2545,-0.008744207,1,0,"2"
"13601",30000,2,3,2,2023,27887,2000,1000,0,0,-1.033936,0.09571099,0,0,"2"
"13602",30000,2,3,2,3565,12591,490,1500,300,0,-1.363312,-0.1170934,-3,0,"1"
"13603",310000,1,1,2,4900,1500,1000,1200,1200,1200,-0.02347482,0.1208193,2,0,"2"
"13604",30000,2,2,1,4000,1555,631,769,317,0,-0.7019907,0.04007219,0,1,"2"
"13605",440000,1,1,2,15010,14660,14500,15089,51000,27000,14.40099,-1.409192,2,1,"3"
"13606",50000,2,1,2,2000,1300,1500,1500,1500,1100,-0.3141369,-0.1872318,13,1,"1"
"13607",70000,1,2,2,1308,15006,3000,29100,1100,1100,-0.3813515,0.4563529,-1,0,"2"
"13608",260000,2,1,2,8250,5500,5000,3500,3000,4000,2.826444,1.023241,0,0,"2"
"13609",320000,1,1,1,19799,73706,1692,1023,761,67235,-0.1118392,-0.4628623,-3,0,"3"
"13610",210000,2,2,1,3762,3808,4177,2594,2442,2319,1.728851,0.5048436,0,0,"2"
"13611",280000,2,1,1,4000,3000,2315,2103,2500,2000,0.6467828,-0.2037663,0,0,"1"
"13612",140000,1,1,2,5000,6029,8000,6000,6000,3000,1.206442,-0.1016998,0,0,"2"
"13613",20000,2,3,2,1700,1500,0,0,1067,392,-1.149428,-0.05746454,0,0,"1"
"13614",340000,1,1,2,10469,6618,5168,5014,5398,2738,6.636197,2.089103,-1,1,"1"
"13615",70000,2,3,3,3000,11000,5000,3150,2000,4000,-1.055119,0.3352461,-2,0,"2"
"13616",120000,2,1,1,16500,0,0,660,0,0,-1.558087,0.05682812,-5,0,"3"
"13617",60000,2,2,2,2336,1414,0,2000,1503,3200,-0.166156,-0.05007862,0,0,"1"
"13618",30000,1,3,2,1700,1500,1010,1000,1000,1200,-0.7357668,0.093687,0,0,"1"
"13619",30000,1,2,2,1635,1200,1630,4000,1000,300,-1.231224,0.00889302,0,0,"1"
"13620",80000,1,1,1,4700,2000,0,1800,1850,1800,0.2886627,-0.1874789,4,1,"1"
"13621",50000,1,2,1,1377,1500,500,2000,1000,2000,-0.9380692,0.06764052,0,0,"3"
"13622",1e+05,1,3,2,4000,2000,4000,3095,5140,4122,-1.138079,0.09162888,0,0,"2"
"13623",60000,1,2,1,3007,3015,5000,2000,3000,3000,-0.01565085,0.3676852,-1,0,"2"
"13624",10000,2,2,2,0,0,0,0,1000,0,-1.511808,-0.05011157,15,1,"1"
"13625",280000,2,1,1,8188,30000,0,1455,3023,24668,-1.349784,0.05918068,-7,0,"2"
"13626",250000,2,3,2,27474,0,1930,1643,1687,0,-1.419871,0.1577856,-12,0,"3"
"13627",40000,1,2,1,0,836,836,571,2000,0,-1.622698,-0.05133651,-4,0,"3"
"13628",30000,2,1,2,1600,1000,7,880,3028,0,-0.5855844,-0.050944,7,0,"1"
"13629",50000,1,1,1,2173,1248,366,500,384,500,-1.001416,0.4303513,0,0,"3"
"13630",70000,2,3,2,3088,1787,50314,1768,2541,1588,0.3953416,0.07878568,-1,0,"1"
"13631",130000,2,2,1,6134,3100,5000,3000,6000,13031,1.020292,0.2926978,0,0,"1"
"13632",60000,2,2,2,3400,1705,1200,1300,1003,1000,-0.204499,0.5623407,0,0,"1"
"13633",2e+05,2,2,1,3500,3000,2500,3000,2000,2000,1.165514,0.07893136,0,0,"1"
"13634",1e+05,2,1,2,8800,0,2951,2300,7174,2700,1.749025,-0.07630229,2,0,"2"
"13635",190000,2,2,2,8900,6200,5500,5600,5800,5600,4.915383,0.1367325,0,1,"1"
"13636",20000,1,3,1,0,0,0,0,0,0,-0.794356,-0.06589964,33,1,"2"
"13637",230000,1,1,2,380,380,380,380,380,380,-1.644168,-0.04528138,-12,1,"2"
"13638",90000,2,2,2,8548,0,1527,1617,1490,659,0.8102447,0.6314868,2,0,"1"
"13639",240000,2,1,2,10000,10000,17000,10000,10000,8000,6.397843,-1.147428,0,0,"1"
"13640",20000,2,2,2,1528,1233,512,547,3880,0,-1.104333,-0.1447049,2,1,"1"
"13641",20000,2,3,2,0,1023,240,0,0,0,-1.241767,0.2251517,2,1,"1"
"13642",50000,2,1,2,1070,1079,325,332,238,1180,-1.487011,-0.0860959,0,0,"1"
"13643",230000,2,2,2,5000,4023,5000,5000,5267,3000,0.8867118,-0.06636249,0,0,"2"
"13644",430000,2,2,1,21419,0,6705,0,5673,7791,-1.290847,0.03069808,-12,0,"2"
"13645",50000,1,2,1,2023,3105,3119,11000,909,3000,-0.4515357,0.3800869,0,0,"2"
"13646",230000,1,2,2,6000,5000,5000,5000,5000,5038,2.958907,0.04735268,0,0,"2"
"13647",240000,2,5,2,2000,0,0,155,0,0,-1.640524,-0.03340008,-3,0,"2"
"13648",120000,2,1,2,0,165,0,165,0,0,-1.653682,-0.04141515,-3,1,"1"
"13649",280000,2,2,1,8354,5501,4293,2079,1892,20012,4.779864,2.360373,0,0,"1"
"13650",5e+05,1,1,2,1283,24174,41306,5455,36914,12457,-0.9175936,-0.3770029,-6,0,"1"
"13651",260000,1,2,1,0,0,0,0,0,0,-1.658697,-0.04421673,-12,0,"3"
"13652",140000,2,1,2,829,550,1045,432,898,208,-1.630156,-0.04648791,-6,0,"2"
"13653",310000,2,3,2,7809,10000,10000,10334,10000,5000,3.593989,0.9879288,0,0,"1"
"13654",50000,2,3,1,2200,1100,0,1224,1105,1400,-0.2196959,0.1309591,8,0,"2"
"13655",50000,2,3,1,2046,3000,1500,1000,1600,1500,-0.5796195,0.3389589,0,0,"2"
"13656",30000,2,3,2,3000,1000,800,0,1000,700,-0.9914472,-0.1209912,10,1,"1"
"13657",2e+05,1,1,1,14200,0,7000,7000,6500,11000,3.985382,-0.4730153,2,0,"2"
